Name,Link,Twiter,Facebook,Instagram,Youtube,Description,LastUpdate,Location,Year Publishing,Language,Content
Média1,https://media1.hu/,https://twitter.com/media1hu,https://www.facebook.com/media1hu,https://www.instagram.com/media1hu/?hl=hu,https://www.youtube.com/c/Media1hu,"Média1 is an independent online magazine publishing news and information about the Hungarian and global media industry. It focuses on Hungarian radio, television channels, and online and print media. The goal is to provide an independent overview of the state of the media industry, track changes, and monitor new challenges in the industry.
Média1 was founded by its editor-in-chief Dániel Szalay, who provided the funds for the for-profit media company. Most of the for-profit company’s income comes from advertising and event sponsorship, but it also receives individual donations.
According to Szalay, what the organisation does is a public service because independent media is restricted, and specific media-related issues are not covered.
“When, in the summer of 2018, I left 24.hu, I received many messages saying there was a need for the kind of news service I had been providing for the past few years. And not only professionals but the public were also interested,” Szalay said.
Média1 became a reality in 2019; today, its small team comprises four full-time and two part-time employees, three volunteers, and two interns.
The organisation is also on social media platforms, including Instagram, Twitter, YouTube, and Facebook, where it has over 14,000 followers.
Média1’s weekly podcast is available on various platforms and broadcasted by several local radio stations.",23-Jan,"Gárdony, Hungary",2019,Hungarian,"Entertainment and culture, Economy and business, Entrepreneurship, Journalism industry, Education, Environment, Politics, Technology"
Szegeder,https://szegeder.hu/,,https://www.facebook.com/szegeder.hu/,https://www.instagram.com/szegeder.hu/,https://www.youtube.com/channel/UCkmVdjhq9uevLZ6GGqxDNLA,"The founding of Szegeder was a coincidence. In 2017, university student Dániel Szűcs started a blog on urban history. However, he soon realised there was a need for unbiased news in the city of Szeged and the surrounding region. ""The complete lack of professionalism was probably the biggest problem,"" Szűcs said.
He turned towards publishing stories of public interest, and Szegeder became one of the leading independent regional news sites.
In early 2022, Szegeder surveyed its audience. According to almost 60% of the respondents, the site is independent.
""Looking back, I can see a real demand for us. We've been operating as a real newspaper for about three and a half years, and we're now at the point where we have up to 300,000 unique users a month,"" Szűcs said in an interview in the spring of 2022.
At the end of 2020, Szegeder received $18,000 from the Open Society Initiative for Europe (OSF) and a grant for independent press from rural Hungary.
Szegeder publishes in various written journalism formats: reviews, essays, opinion pieces, investigative articles, interviews, and features. The team also does data journalism, fact-checking, and participatory and explanatory journalism, amongst others.
It's still a small team with four full-time and two part-time employees working on the information. Szegeder is a non-profit organisation whose primary revenue comes from advertising; it also receives grants from private donor organisations.",23-Jan,"Szeged, Hungary",2018,Hungarian,"Science, Entertainment and culture, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, Technology"
Faktograf.hr,https://faktograf.hr/,https://twitter.com/FaktografHR,https://www.facebook.com/faktografhr/,https://www.instagram.com/faktograf.hr/,https://www.youtube.com/c/FaktografHR2015/videos,"Faktograf.hr is a non-profit fact-checking media outlet launched in 2015 as a joint co-publishing project of the Croatian Journalists' Association and Gong, a civil society organisation aiming to improve democratic processes and institutions.
Faktograf.hr is currently published by the Association for the Informed Public - Faktograf. Faktograf.hr selects topics and statements to fact-check by following media reports and public discussions on social media; it also tries to respond to fact-checking queries from its readers. The team prioritises topics of public interest and exposes misinformation that endangers public health or serves to manipulate electoral processes.
Faktograf.hr's mission is to fact-check information using reliable sources to evaluate the accuracy of the statements of politicians and publicly relevant political actors, and to prevent unfounded information from gaining the status of fact in the public discourse. The outlet also verifies the accuracy of claims in the digital space.
Faktograf.hr selects topics and statements to fact-check by following media reports and public discussions on social media; it also tries to respond to fact-checking queries from its readers. The team prioritises topics of public interest and exposes misinformation that endangers public health or that serves to manipulate electoral processes.
The media outlet played a significant role during the Covid-19 pandemic. The pandemic caused incorrect and false information to spread among citizens, and Faktograf.hr still runs a live blog dedicated to providing an overview of misinformation about Covid-19.
Faktograf.hr is a member of the International Fact-Checking Network (IFCN), an international network of organisations dedicated to fact-checking. Since 2019, Faktograf.hr has been part of Meta's Third-Party Fact-Checking programme.
Faktograf provided assistance to the initiation of the European Fact-Checking Standards Network and in the creation of The SEE Check Network. Faktograf is a signatory of the strengthened Code of Practice on Disinformation.",23-May,"Zagreb, Croatia",2015,Croatian,"Science, Entertainment and culture, Economy and business, Education, Lifestyle, Law and crime, Environment, Politics, Society and human rights"
CORRECTIV,https://correctiv.org/,https://twitter.com/correctiv_org,https://www.facebook.com/correctiv.org,https://www.instagram.com/correctiv_org,https://www.youtube.com/channel/UCZ-tUoJJV-18Xtcij_tOgGQ,"Investigative journalism is at the centre of CORRECTIV’s work – though its offering has expanded to include a youth-led web radio, a fact-checking desk of 13 people, a software development branch, local journalism projects, and educational workshops.
The investigative section seeks to provide in-depth research on systemic injustices, corruption cases, and unethical behaviour. Some of its more famous investigative stories include the CumEx-Files tax scandal, the Alternative for Germany (German far-right party Alternative für Deutschland) donation affair, and the rising real estate costs investigation. Through the investigation and fact-checking desk, the team aims to combat misinformation and disinformation, thereby reducing societal divisions and hate, and strengthening civil society. Its reach spans from hyper-local, as it has a network with a large number of local media outlets, to national and international.
CORRECTIV received multiple awards for its investigative work, including the German Reporter Prize in 2016, the Axel Springer Prize in 2016, the Otter-Brenner Prize in 2019, and the Grimme Online Award in 2022.
As an independent, non-profit newsroom, its work is funded by individual donors and grants. All information is thereby free to access, aiming to foster an informed, engaged society in which everyone can contribute. For the same reason, its local and youth-led journalism projects have grown rapidly, embedding various forms of crowdsourcing and audience engagement.
CrowdNewsroom is an online platform to research and learn with its community of readers. Salon5 is a web radio and podcast platform by and for young people that won the TalentAward Ruhr in 2022. CORRECTIV.Lokal is a network of over 1,000 local journalists conducting investigative projects of national and regional relevance across the country. Its work received the Grimme Online Award in 2022.
The Reporterfabrik is an educational space for journalists, teachers, and students who aspire to better understand the media industry. The online learning platform provides training on digital media literacy and new digital means of research, storytelling, and publishing.",23-Jan,"Essen, Germany",2014,"English, German, French, Russian","Science, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Law and crime, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, Technology"
Are We Europe,https://www.areweeurope.com/,https://twitter.com/AreWeEurope,https://www.facebook.com/AreWeEurope/,https://www.instagram.com/Areweeurope/,https://www.youtube.com/c/areweeurope,"Founded in 2016 by four friends disillusioned by how traditional media in the Netherlands covered Europe, Are We Europe is now an established publication with a dedicated team based in Brussels.
The platform works with more than 800 storytellers from across the continent to explore the ""exceptional and everyday Europe"", past the impersonal policy lingo coming from the European Union. Its website states: ""What can the death of an Irish coastal town, evacuated due to erosion, teach all of us about climate change? How are the lives behind the headlines of Poland's LGBT-free zones? And who are the selfie-taking modern witches of Romania?""
Are We Europe's founders are, as editor-in-chief Anneleen Ophoff states, from the 'Erasmus exchange program generation': ""National borders in Europe aren't as distinct as they used to be. We can study across borders, we can fall in love across borders. But there was no media platform for those cross-border stories.""
Moreover, the founders wanted to provide an international podium to young journalists, ""from whom we don't hear as much in traditional media"". Are We Europe coaches new generations of reporters in producing their stories.
Are We Europe publishes from four to six issues a year, both online and in print. Each issue approaches a broader theme: climate change, elections, colonialism, queer life, or, more recently, disinformation. Whatever the subject matter, the question is always: how can we have a more inclusive and complex understanding of the people who live on this continent?",23-Jan,"Amsterdam, Netherlands",2016,English,"Education, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
klimafakten.de,https://www.klimafakten.de/,https://twitter.com/klimafakten,https://www.facebook.com/klimafakten,,,"Klimafakten.de is based on the idea that we are confronted with difficult decisions, especially regarding our individual and collective reactions to climate change. However, a constructive debate around this topic requires facts and good communication.
This is why klimafakten.de breaks down complex climate research and facts in an easily digestible way and showcases their relevance for business and society. In addition, the organisation actively engages with critical rebuttals to climate change facts.
The organisation supports journalists and professionals, including representatives from activist groups, associations, governmental structures, or research centres, to communicate better about climate change and its consequences.
Its mission is to foster an open public debate about climate change through accurate and reliable information, and to motivate audiences to turn their knowledge into positive actions. To do so, the team works with a scientific advisory board and publishes the information after three independent reviews have fact-checked it.
Its primary formats include short reports, a fact-checking unit, current news, and practical examples of content, manuals, actors, and institutions with exemplary reporting on climate change. More recently, the organisation started providing workshops, presentations, and training on climate communication. Klimafakten.de also runs the K3 Klimakommunikationskonferenz (in English: Climate Communication Conference), which includes a journalism award honouring the best climate projects.
The media outlet, launched in 2011, is financed by the European Climate Foundation and the Mercator Foundation, alongside its sister project Clean Energy Wire. Through this, it remains an editorially independent, non-profit media outlet without political or economic interests.
Klimafakten.de was recognised by Environmental Action Germany with the Environmental Media Prize in 2017, and by the German Psychological Society (DGPs) with the Science Journalism Award in 2022.",23-Jan,"Berlin, Germany",2011,German,"Science, Environment"
Meydan TV,http://www.meydan.tv/,https://twitter.com/MeydanTvEnglish,https://www.facebook.com/MeydanTelevision,https://instagram.com/meydantv?igshid=YmMyMTA2M2Y=,https://www.youtube.com/c/MeydanTelevision,"Meydan TV is an Azerbaijani non-profit media organisation founded in Berlin in 2013 by Azerbaijani activist Emin Milli and Germany-based journalist Habib Muntezhir. They launched the platform abroad to avoid the restrictions applied to Azerbaijani media. The website operates in Azerbaijani, Russian, and English.
It publishes stories on corruption, human rights, freedom, and social affairs in Azerbaijan and is a media partner of the Organized Crime and Corruption Reporting Project (OCCRP).
Meydan TV offices and reporters often suffer attacks and censure. In 2014, the Meydan TV office in Berlin was attacked; in 2015, four Meydan TV journalists in Azerbaijan were banned from leaving the country. In 2016, 15 Meydan TV journalists were included in a criminal case initiated by the prosecutor's office in the country.
According to the co-founder of Meydan TV, Habib Muntazir, the organisation strives to provide Azerbaijani society with transparent information. However, due to regular bans, the website's accessibility decreases for Azerbaijani readers. The organisation created a mirror website to avoid the block placed on Meydan TV in Azerbaijan, but it was also blocked recently. As a result, there has been a sharp decrease in its audience.
Due to all these limitations, the editorial team tries to increase activity on social media, where the media outlet has 800,000 followers on Facebook and 556,000 on YouTube.
Social media cannot compensate for the website's comprehensive activity; however, Muntazir is not optimistic about Meydan TV’s restrictions being removed in Azerbaijan soon.",22-Dec,"Baku, Azerbaijan",2013,"English, Azerbaijani, Russian","Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
sinalAberto,https://sinalaberto.pt/,,https://www.facebook.com/sinalaberto,https://www.instagram.com/sinalabertoglobal/,https://www.youtube.com/channel/UCCizqUTQMjihms2dMcBfHDQ,"sinalAberto is based in Coimbra and was founded in 2020 by a team of 42 journalists and non-journalists who believe in the need for slow, long-form journalism.
It mainly covers local news but is also interested in a broad range of stories. From polar science to in-depth coverage of the Portuguese court system, the outlet claims time and space to produce long-form journalism that investigates beyond the surface. Its correspondents are spread across the Lusophone world, covering stories from Portuguese-speaking countries and the diaspora.
sinalAberto declares itself independent of political or economic groups and rejects advertising. The team doesn't currently have any sources of revenue, so it relies on their investment in the project, and all the team members work voluntarily.
A sinalAberto's project about Portugal's court system (carried out by its director, Vitalino José Santos) received a Gulbenkian grant for Investigative Journalism in 2020.
""It claims the right to subjectivity as one of the principles of responsible and serious journalism that seeks the truth, knowing that it will never be neutral,"" the organisation states on its website.",23-Jan,"Coimbra, Portugal",2020,Portuguese,"Science, Entertainment and culture, Sports, Economy and business, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Migration, War crimes and transitional justice, Technology"
Qi News,https://www.youtube.com/c/QiNews,https://twitter.com/Qi_News,https://www.facebook.com/qinews,https://www.instagram.com/qinews.pt/,https://www.youtube.com/QINEWS,"Qi News is a magazine focusing on social injustice, including racism, class, structural poverty, marginalisation, gentrification, and the abandonment of inland areas.
António Castelo, its founder, was aware that mainstream media wasn't paying attention to these topics. At the same time, he found that academia regularly studied and looked at some of these issues. However, he considered the academic language too difficult to understand. Both things led him to discover this gap in the media industry.
""Black people living in the outskirts of Lisbon or poor gay men living in marginalised areas of the city won't see themselves in the media or are unable to find references which make them feel seen, heard or understood,"" Castelo says.
Although Qi News works as a magazine publishing stories around these issues, it's through its YouTube channel that the audience usually encounters the outlet. Inspired by the web video stories produced by Vice News, Vox, the groundbreaking TV Channel 4's Unreported World, and some animated journalism, Castelo intended to make Qi News' YouTube channel the primary platform.
""A video with a yellow logo, moving pictures, people talking and things happening reaches more people. The language of web video is more open, even more so than TV, which has some stringent codes,"" António Castelo says.
Qi News is a reference to the measures of intelligence quotient or information quotient and is meant to be understood through the lens of what's possible because of democratization. Challenging the notion of a standard, fixed, immutable standard, Qi News claims that awareness about one’s situation and world affairs can be expanded and increased by making information available and accessible to everyone. That’s the team’s mission.",23-Jan,"Lisbon, Portugal",2017,Portuguese,"Education, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
ResPublica,https://respublica.edu.mk/,https://twitter.com/IKS_edu?t=j7zAAZUpBx3Nyr2X-v7DwA&s=09,https://www.facebook.com/IKSMK,https://instagram.com/institutzakomunikaciskistudii?igshid=YmMyMTA2M2Y=,https://www.youtube.com/user/visokaskola,"ResPublica contributes to the scientific and research activities of the Institute of Communication Studies (ICS) by publishing analyses on current topics and issues that are at the centre of the public debate and policy-making in the country. It promotes ideas and solutions related to the needs of the public sector and the industry, and builds a thorough research base that can be used for educational purposes.
Through producing content for blogs, video, audio and video podcasts, ResPublica creates a professional network of professors, analytics, researchers, journalists, citizens' activists, experts from various backgrounds, public officials, and students that analyse questions of public interest.
According to project coordinator Bojan Georgievski, ResPublica assesses and presents unbiased information based on facts, and includes independent opinions from the academic and expert community. ""Its collaborators are professionals who are experts in their areas and influence the creation of the policies. This way, the public can form opinions and bring decisions in an informative way,"" Georgievski said.
ResPublica is a free resource; all citizens can freely read, comment, share, and republish according to its rules. ResPublica finances itself through grants and has no additional revenue streams.",23-Jan,"Skopje, North Macedonia",2015,"English, Albanian, Croatian, Macedonian, Serbian","Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
